BTS ASCII format															
															
Type:         	Emg tracks														
Measure unit: 	mV														
															
Tracks:       	14														
Frequency:    	1000 [Hz]														
Frames:       	11111														
Start time:   	0														
															
 Frame	  Time  	Right Rectus femoris  	Right Vastus medialis  	Right Vastus lateralis  	Right Tibialis anterior  	Right Biceps femoris caput longus  	Right Semitendinosus  	Right Gastrocnemius medialis  	Right Gastrocnemius lateralis  	Right Peroneus longus  	Right Soleus  	Right Erector spinae ileocostalis  	Right Tensor fasciae latae  	Right Gluteus maximus  	Right Gluteus medius
152	0.152	-0.0482	-0.0061	0.0878	0.0046	-0.026	0.0062	0.0093	0.022	-0.0005	0.0304	-0.0062	-0.0248	-0.0122	0.0102
153	0.153	-0.0283	-0.0115	-0.0499	0.0063	0.0033	0.005	0.0157	0.0122	-0.0027	0.0071	-0.0092	-0.0002	-0.0136	0.0126
154	0.154	0.0045	-0.022	-0.1794	0.0115	0.0191	0.0083	0.0008	0.0151	-0.0063	0.0001	-0.0083	-0.0101	-0.0149	0.0056
155	0.155	0.0265	-0.018	-0.2298	0.008	0.0143	0.0073	-0.0134	0.0124	-0.0058	0.0065	-0.0125	-0.0131	-0.016	0.0047
156	0.156	0.0384	-0.0219	-0.1227	0.0075	0.0099	-0.0011	0.0146	0.0148	-0.0075	0.0355	-0.0103	-0.0268	-0.0171	0.0004
157	0.157	0.0492	-0.0142	0.0302	-0.0012	0.0137	0.0045	0.0028	0.0035	-0.0018	0.0405	-0.011	-0.0245	-0.0144	-0.0018
158	0.158	0.0394	-0.007	0.1318	0.0076	0.0317	-0.0007	-0.0373	0.0137	-0.004	0.0546	-0.0104	-0.0043	-0.0153	-0.0025
159	0.159	0.0186	0.0014	0.1133	0.0021	0.0286	-0.0071	0	0.0083	-0.0047	0.0763	-0.0016	-0.0018	-0.0132	-0.0043
160	0.16	-0.0061	0.0139	0.0628	0.0094	0.0017	-0.0062	-0.0047	0.0033	-0.0052	0.0642	0.0072	0.0053	-0.0084	-0.0038
161	0.161	0.0037	0.0155	0.0168	0.001	-0.0528	-0.0084	-0.0003	-0.0043	0	0.0095	0.004	0.0073	-0.0027	-0.0105
162	0.162	0.0125	0.0109	-0.025	-0.0093	-0.0605	-0.0005	0.0036	-0.0028	0.0035	-0.1073	0.0029	0.0172	0.0041	-0.0208
163	0.163	0.0427	0.0121	-0.0376	-0.0052	0.018	0.0047	-0.0072	-0.0217	0.004	-0.0567	0.0003	0.0077	0.0032	-0.0138
164	0.164	0.0627	0.0132	-0.0492	-0.0015	0.0285	0.0039	-0.017	-0.0079	0.0045	-0.0412	-0.0039	0.0024	0.0056	-0.0101
165	0.165	0.0519	0.0099	-0.0596	-0.0092	0.0002	-0.0039	-0.0082	-0.0054	0.006	-0.0272	-0.0091	0.0068	-0.0029	-0.0024
166	0.166	0.0089	0.0067	-0.0692	-0.0082	-0.0427	-0.0028	-0.0054	-0.0032	0.0048	-0.0146	-0.0013	0.0191	0.0002	-0.0076
167	0.167	-0.032	0.0074	-0.0089	-0.0073	-0.0347	-0.0001	0.0019	0.003	0.0068	-0.0032	0.0123	0.0071	-0.0009	-0.0031
168	0.168	-0.0801	0.0131	0.0301	-0.0081	-0.0133	0.0041	0.0131	0.0049	0.001	0.0071	0.0103	0.0084	0.0036	0.0028
169	0.169	-0.0608	0.0015	0.0371	-0.0044	-0.0068	0.0048	0.0071	-0.0002	-0.0015	-0.0024	0.0086	0.0152	0.0044	0.0034
170	0.17	-0.0434	-0.024	0.0823	-0.0023	-0.0009	-0.0016	0.0015	-0.0017	-0.0037	0.0063	0.0009	-0.0038	0.0065	-0.0015
171	0.171	-0.0383	-0.0788	0.1468	-0.0028	0.0151	-0.0075	0.0033	0.0054	-0.0001	0.0296	0.0049	-0.012	0.0058	-0.0011
172	0.172	-0.043	-0.0555	0.1726	-0.0033	0.0008	-0.0069	0.0018	0.0091	-0.0018	0.0507	0.0086	-0.0243	0.0153	0.0029
173	0.173	-0.0475	-0.0485	0.1334	-0.0058	-0.0035	-0.0062	0.0087	0.0102	-0.0013	0.0441	0.003	-0.0041	0.0193	-0.0007
174	0.174	-0.0035	-0.0162	0.0264	-0.008	0.0166	0.0033	0.0025	0.0133	-0.0019	0.0266	-0.0001	-0.0178	0.0156	0.0054
175	0.175	0.0375	0.0012	-0.0809	-0.0032	0.0348	0.0074	0.0015	0.0049	-0.0041	-0.0105	-0.0085	-0.0056	0.0166	0.0044
176	0.176	0.0109	0.0493	-0.095	-0.0074	0.0317	0.0012	-0.0058	-0.0006	-0.0061	-0.0733	-0.0141	-0.0392	0.0136	0.0037
177	0.177	-0.0034	0.0686	-0.0827	-0.0091	0.0229	0.0002	-0.0012	-0.0016	-0.0019	-0.0643	-0.0131	-0.1115	0.0051	0.0072
178	0.178	0.001	0.0629	-0.0714	-0.0075	0.0148	-0.0071	-0.0037	-0.0156	-0.0014	-0.025	-0.0085	-0.1215	-0.0005	0.0041
179	0.179	-0.0029	0.0257	-0.0819	-0.0071	0.0077	-0.0156	-0.003	-0.0136	0.0001	-0.0178	-0.0008	0.0206	-0.0121	0.0011
180	0.18	0.0299	0.0114	-0.0346	-0.0007	-0.0034	-0.0078	0.0034	0.0032	0.0031	0.0273	-0.0038	0.0406	-0.0106	-0.0036
181	0.181	0.0343	-0.0106	-0.0087	0.0021	-0.0338	0.0037	-0.0009	-0.0036	0.0028	0.033	-0.0047	0.0587	-0.0147	-0.0094
182	0.182	0.0382	-0.0144	-0.0008	-0.0021	-0.0646	0.0052	-0.0002	0.0023	0.0038	0.017	0.0081	0.0417	-0.0184	-0.0116
183	0.183	0.0345	-0.0108	0.0205	-0.0014	-0.0367	0.0066	-0.0038	0.0004	-0.0015	0.0027	0.0099	0.0566	-0.0174	-0.0109
184	0.184	0.0443	0.0057	0.0141	-0.0021	-0.0185	0.0028	-0.0033	-0.0081	-0.0008	-0.0017	0.0081	0.0425	-0.0227	-0.0104
185	0.185	0.0293	0.0086	0.0082	-0.0051	-0.0086	-0.0028	-0.0074	-0.0126	-0.0015	-0.0134	0.0035	0.0298	-0.0254	-0.0052
186	0.186	0.0046	0.0278	0.0133	-0.0022	0.0003	-0.0058	-0.0109	0.0028	-0.002	-0.0098	0.002	0.0411	-0.016	-0.0017
187	0.187	0.0014	0.0205	0.0372	0.0014	0.0086	-0.0104	-0.0039	0.0335	0.0009	-0.0065	-0.0068	0.0306	-0.0148	0.0013
188	0.188	-0.0074	0.0361	0.0326	-0.0037	0.0159	0.0025	0.0076	0.0556	-0.0016	-0.0036	-0.0079	0.0399	-0.0092	0.0017
189	0.189	-0.0155	0.0504	0.0206	-0.0001	0.0496	0.0006	0.0122	0.0437	0.0045	-0.0009	-0.0028	0.014	0.0044	-0.0008
190	0.19	-0.0179	0.0337	0.0169	0.0004	0.0738	0.0022	0.0135	0.0109	0.002	0.0015	0.0074	0.0217	0.0063	-0.0021
191	0.191	-0.0335	0.0134	0.0199	0.0033	0.0431	0.0037	0.0073	-0.0553	0.0028	-0.0139	0.0113	0.0004	0.0181	-0.0009
192	0.192	-0.0519	0.0108	-0.0012	-0.0002	0.0152	0.0024	-0.0099	-0.1027	-0.0021	-0.0078	-0.0077	-0.0188	0.0227	0.0033
193	0.193	-0.0642	-0.0014	-0.0206	0.0068	-0.0028	0.0036	-0.0122	-0.0596	0.0037	-0.0133	-0.005	-0.0013	0.0297	0.0027
194	0.194	-0.0664	-0.0035	-0.0037	0.0058	-0.0323	0.0003	-0.0326	-0.0205	0	0.0122	0.0022	0.0039	0.0285	0.0095
195	0.195	-0.048	-0.0095	0.0114	0.0031	-0.0523	0.0013	-0.0298	0.0151	-0.0021	0.0596	0.0043	-0.0104	0.0229	0.0067
196	0.196	-0.0158	0.0036	0.0128	0.0073	-0.0632	0.004	-0.0126	-0.0041	0.0074	0.0013	0.0063	-0.0147	0.0157	0.0075
197	0.197	0.0238	0.0055	0.0104	0.0066	-0.0796	0.0048	0.003	-0.0214	0.0115	-0.0065	-0.0031	-0.0185	0.0185	0.0097
198	0.198	0.0503	0.004	-0.0018	0.0046	-0.0345	0.0042	0.0091	-0.0266	0.0078	0.0006	-0.0082	-0.0149	0.0143	0.0061
199	0.199	0.0455	0.0055	0.0027	0.0041	0.0497	-0.0008	0.0034	-0.0218	0.0069	-0.0188	-0.0037	-0.0051	0.0029	0.0092
200	0.2	0.0322	-0.0057	0.0125	0	0.0382	0.0009	0.0085	0.009	0.0038	-0.0246	0.0003	0.0038	-0.0055	0.0063
201	0.201	0.0202	-0.0163	0.0013	0.0015	0.0071	-0.0008	0.0008	0.029	-0.0026	-0.0298	0.0039	0.0119	-0.0101	0.0037
202	0.202	0.0165	-0.0148	0	0.0004	0.0164	-0.0087	0.0048	0.011	0.0069	-0.0056	0.0142	0.0144	-0.0141	0.0025
203	0.203	0.0067	-0.0059	0.0069	-0.0025	0.0422	-0.0119	0.006	0.0078	0.0033	0.0342	0.0155	-0.0011	-0.0129	0.0028
204	0.204	0.0038	-0.0113	0.0132	0	0.0188	-0.0109	0.0049	0.0528	0.0001	0.029	0.0192	-0.003	-0.0184	-0.003
205	0.205	-0.0043	-0.006	0.0164	0.0004	0.0401	0.0013	0.008	0.0979	-0.0072	0.0147	0.002	0.0027	-0.0131	-0.0005
206	0.206	-0.0116	-0.0199	0.0049	0.0041	0.0336	-0.0004	0.0088	0.0098	0.0032	0.0104	-0.0104	0.0113	-0.0122	0.0002
207	0.207	-0.0138	-0.0504	0.0157	-0.0002	-0.0429	-0.002	0.0045	-0.0785	0.0073	0.0066	-0.0082	0.0099	-0.0147	-0.0005
208	0.208	-0.0118	-0.0546	0.0369	0.0039	-0.0741	0.0021	0.0066	-0.021	0.001	0.0031	-0.0061	0.0141	-0.0062	-0.0036
209	0.209	-0.0137	-0.0426	0.0461	0.0034	-0.0457	0.0058	0.003	0.0102	0.0021	0.0064	-0.0117	0.0055	0.0017	-0.0065
210	0.21	-0.0121	-0.0243	0.0274	0.0003	-0.0371	-0.0046	-0.0001	0.0007	-0.0009	0.0036	-0.0201	-0.0068	0.0112	-0.004
211	0.211	-0.0014	-0.0143	0.0004	0.0007	-0.0763	-0.0005	0.0016	0.0093	-0.0017	0.0009	-0.0216	-0.0083	0.0076	-0.0091
212	0.212	-0.0028	-0.0053	-0.054	0.0032	-0.0409	0.0057	0.001	-0.0455	-0.0008	-0.0015	-0.0119	-0.0157	0.0133	-0.0085
213	0.213	0.0008	0.0029	-0.0771	0.0022	-0.0218	0.0025	-0.0032	-0.0244	-0.003	0.0006	-0.0031	-0.0059	0.0186	-0.0002
214	0.214	0.0064	0.0154	-0.0556	0.0038	-0.0393	0.0055	-0.0016	0.0205	-0.0023	0.0026	0.0073	-0.012	0.0178	0.0008
215	0.215	0.0136	0.0267	-0.0231	0.0057	-0.0446	0.0064	0.0009	0.0146	-0.008	0.0044	0.0143	-0.015	0.0154	0.006
216	0.216	0.0182	0.0247	-0.0171	0.0028	-0.0011	-0.0014	-0.0003	0.0095	-0.0117	-0.004	0.0155	-0.0243	0.0055	0.0052
217	0.217	0.019	0.0266	-0.0328	0.0053	0.0279	0.0038	0	0.0143	-0.0068	-0.0055	0.0077	-0.023	0.0042	0.0027
218	0.218	0.0289	0.025	-0.0372	0.0007	0.0543	0.0084	-0.0058	-0.0164	-0.0125	-0.018	0.0048	-0.015	-0.0071	-0.001
219	0.219	0.0219	0.0174	-0.0148	0.0024	0.0589	0.0075	-0.0136	-0.0045	-0.0072	-0.0129	0.0002	-0.0034	-0.0116	0.001
220	0.22	0.0028	0.0022	0.0054	0.0029	0.0455	0.0023	0.0022	0.0136	-0.0008	-0.0022	-0.0092	-0.0017	-0.0129	0.0016
221	0.221	-0.0053	-0.012	0.031	0.0034	0.0336	0.0002	0.0133	0.0038	0.0035	-0.0062	-0.0003	0.0081	-0.014	0.0033
222	0.222	-0.0177	-0.0139	0.0344	-0.0016	0.0008	-0.0055	0.0032	0.0009	0.0028	-0.0025	0.0029	0.0195	-0.0149	0.0018
223	0.223	-0.038	-0.0189	0.0375	-0.0037	0.0227	-0.0033	0.005	-0.0018	0.0035	-0.0102	0.0187	0.0058	-0.0076	-0.0003
224	0.224	-0.0299	-0.0082	0.0186	-0.0042	0.0345	-0.0026	0.0033	0.0006	0.0041	-0.0049	0.0166	0.0004	-0.0084	0.0009
225	0.225	-0.0227	-0.0233	-0.0184	-0.0037	0.031	-0.0009	0.0048	0.0072	-0.0011	0.0092	0.0106	0.0124	-0.0005	0.002
226	0.226	-0.0071	-0.0333	-0.0341	-0.0063	0.0342	-0.0038	0.0062	0.0132	-0.0005	0.0071	-0.0024	0.011	0.0025	0.0031
227	0.227	0.0113	-0.0238	-0.0098	-0.0051	0.0491	0.004	-0.0052	0.0374	0.0013	-0.0098	-0.0143	0.0099	0.0071	0.0028
228	0.228	0.0237	-0.0051	-0.0406	-0.0004	0.008	0.005	0.0054	0.0537	-0.0004	0.0013	-0.0036	0.0139	0.0114	0.0014
229	0.229	0.0171	-0.0073	-0.0844	-0.0021	-0.0212	0.004	0.0094	0.0625	0.0022	-0.0048	-0.0021	0.011	0.0076	-0.0014
230	0.23	0.0151	-0.0095	-0.0669	-0.0061	-0.0052	0.0049	0.0006	0.0377	0.0019	0.0083	0.0067	-0.0003	-0.0017	-0.0024
231	0.231	0.0208	0.0048	-0.0401	-0.0067	-0.01	-0.0029	0.013	-0.0119	0.0007	0.0033	0.0036	-0.0046	0.0046	-0.0013
232	0.232	0.0293	0.0141	0.0037	-0.007	-0.0321	0.0023	0.0113	-0.0617	-0.005	-0.0013	0.0047	-0.0197	0.0036	0.0011
233	0.233	0.0187	0.0327	0.0448	-0.0022	-0.0361	0.0015	-0.0117	-0.0553	-0.0024	0.0001	0.0132	-0.0093	0.0046	0.0018
234	0.234	0.0062	0.0303	0.0822	-0.0039	-0.0033	-0.0027	-0.0215	-0.0847	-0.0061	-0.0036	0.0165	-0.0036	0.0073	-0.0006
235	0.235	-0.0055	0.0191	0.1163	0.0025	0.0099	-0.0064	-0.0067	-0.026	-0.004	-0.0068	0.0218	-0.0187	0.0047	-0.0002
236	0.236	0.0052	0.0171	0.112	-0.0001	0.0218	-0.0029	0.0014	0.013	-0.0045	0.0004	0.0135	-0.0126	0.0025	0.0012
237	0.237	0.0066	0.0078	0.052	-0.0008	0.0182	0.0066	-0.001	0.0061	-0.0062	0.0089	0.0079	-0.0144	-0.0024	0.0019
238	0.238	0.0078	0.0027	0.0262	-0.0043	-0.0181	0.0106	0.0012	0.0126	-0.0077	0.0079	-0.0035	-0.0161	-0.0054	-0.0017
239	0.239	-0.0092	-0.0049	0.0809	-0.006	-0.0037	0.0044	0.0033	0.0183	-0.0007	0.0047	-0.0141	0.0009	-0.0118	-0.0032
240	0.24	-0.0315	-0.009	0.0736	-0.0008	0.0095	-0.0012	0.0014	0.0236	0.0003	0.0111	-0.0127	0.003	-0.0058	0.001
241	0.241	-0.0166	-0.0179	0.067	-0.0015	-0.0425	-0.0107	-0.0003	0.0189	0.0029	0.0017	-0.0138	0.009	-0.0065	-0.0054
242	0.242	-0.0029	-0.0236	0.0612	0.0054	-0.0637	-0.0095	-0.0079	0.0056	0.0021	-0.0173	-0.0127	0.0145	-0.0044	-0.0028
243	0.243	0.0194	-0.0079	0.0663	0.0046	0.0336	-0.0017	-0.0176	-0.0063	0.0058	-0.0092	-0.0032	0.0026	-0.0086	-0.0021
244	0.244	0.0282	-0.0013	0.1099	-0.0032	0.0753	0.0014	-0.0088	-0.0318	0.0038	0.0181	0.0056	-0.0051	-0.0173	-0.0027
245	0.245	0.0145	-0.0033	0.0571	0.002	0.0376	0.0023	-0.012	-0.0154	0.0098	0.0142	0.0074	0.0119	-0.0141	-0.0027
246	0.246	-0.0028	-0.0014	-0.0495	-0.0007	-0.0199	-0.0003	-0.0048	-0.0183	0.0056	-0.0038	0.0085	0.0131	-0.0129	-0.0043
247	0.247	-0.0184	0.0003	-0.187	-0.0049	0.0112	0.0049	0.0093	-0.0156	0.0015	-0.0136	0.0033	0.0119	-0.0118	-0.0038
248	0.248	-0.0204	0.0172	-0.2423	-0.0027	-0.0361	0.0056	0.0113	-0.013	0.004	-0.0107	0.0006	0.0174	-0.0108	-0.0033
249	0.249	-0.0184	0.015	-0.1917	0.0021	-0.0447	0.0014	0.0132	0.0073	-0.0011	-0.0026	0.0016	0.0058	-0.01	-0.0002
250	0.25	-0.0032	0.0088	-0.054	-0.0009	0.026	0.0042	0.0047	0.0101	0.0009	0.0146	-0.0021	-0.0112	-0.0022	0.001
251	0.251	-0.0092	0.003	0.0386	-0.0027	0.0167	0.0017	0.0032	0.0077	0.0014	0.0034	-0.0084	-0.0135	0.003	0.0006
252	0.252	-0.0259	0.0012	-0.0455	0.0051	0.0082	-0.0034	-0.0037	0.0055	0.0018	-0.0151	-0.0025	-0.0278	0.0094	0.0045
253	0.253	-0.0174	0.0004	-0.0671	-0.0029	0.0056	-0.0059	-0.0115	-0.0001	-0.0039	-0.0128	-0.0046	-0.0037	0.0016	0.004
254	0.254	-0.0018	-0.0012	-0.0519	-0.0019	-0.0019	-0.0066	-0.0077	-0.0021	-0.0018	-0.0194	-0.0094	-0.0007	0.0006	-0.0003
255	0.255	0.0126	-0.0026	-0.0381	-0.003	-0.0231	-0.0108	0.0094	-0.0076	-0.0038	-0.0052	-0.0189	-0.0157	0.0014	0.0038
256	0.256	0.0257	-0.0166	-0.0508	-0.0021	-0.0037	-0.0113	0.0021	-0.0023	0.0019	0.0153	-0.0258	-0.0186	-0.0029	0.0022
257	0.257	0.0106	-0.0185	-0.0394	-0.003	-0.0093	-0.0055	-0.0001	-0.0161	0.0012	-0.0037	-0.022	-0.0163	-0.0007	0.0044
258	0.258	-0.0078	-0.017	-0.0084	0.0022	-0.0041	-0.0062	0.002	-0.0069	-0.0082	-0.0013	-0.0164	-0.0187	0	-0.0004
259	0.259	-0.0201	0.0028	0.0009	0.0015	0.0006	-0.0013	-0.0036	0.0185	0.0057	0.0008	-0.0091	-0.0004	0.0005	0.0038
260	0.26	-0.009	0.0054	-0.0079	0.002	0.0139	0.0045	-0.0053	0.0586	0.0001	-0.0013	-0.0006	0.0017	0.001	-0.005
261	0.261	0.0176	0.0126	-0.0003	0.0003	0.0179	0.0008	0.0054	0.1068	0.0051	0.0005	0.0026	-0.0007	0.0057	-0.0013
262	0.262	0.0141	0.019	0.0067	0.0018	0.0145	0.0057	-0.0015	0.1004	0.0096	-0.0012	0.0037	0.0217	0.0073	-0.0045
263	0.263	-0.0089	0.0128	0.026	0.0029	0.0245	0.0052	0.0073	0.0123	0.0055	0.0003	0.001	0.0007	0.009	0.0007
264	0.264	-0.0238	0.0184	0.0084	0.0017	0.0455	0.0048	0.004	-0.1265	0.0043	0.0017	0.0001	-0.0022	0.0105	-0.0002
265	0.265	-0.021	0.0234	-0.0076	0.0007	0.0429	0.0012	0.0071	-0.0709	-0.0013	-0.002	0.0054	0.0049	0.0147	-0.0045
266	0.266	-0.0137	0.0249	-0.0031	-0.0003	0.0207	-0.003	-0.0032	-0.0876	0.0017	0.0011	-0.0053	0.007	0.0142	-0.0067
267	0.267	-0.007	0.018	0.0012	-0.0027	0.018	-0.0025	-0.0128	-0.0418	-0.0029	0.0064	0.0023	0.0129	0.0116	-0.0003
268	0.268	-0.0008	0.0168	0.0372	0.001	0.01	-0.003	-0.0191	-0.0001	-0.0038	0.0073	0.0064	0.0035	0.0065	-0.0029
269	0.269	0.0011	0.0135	0.0905	0.0078	-0.0221	0.0001	-0.0065	0.0124	-0.0031	0.0115	0.0026	-0.0051	-0.0042	-0.0036
270	0.27	0.0095	-0.0003	0.0975	0.007	-0.0528	-0.002	0.002	0.0009	-0.0011	0.0045	-0.0006	-0.0006	0.0003	-0.0072
271	0.271	0.0202	-0.0208	0.0782	0.0027	-0.0248	-0.0009	0.0065	0.0113	-0.0042	0.0018	0.0004	-0.0047	-0.0066	-0.0142
272	0.272	0.0298	-0.0401	-0.01	0.008	-0.0212	-0.0062	-0.0031	0.0018	-0.0025	-0.0077	-0.0042	-0.0212	0.0021	-0.0206
273	0.273	0.021	-0.0379	-0.0983	0.0059	-0.031	0.0038	0.0007	-0.007	-0.0061	-0.0014	0.0086	-0.0147	0.0099	-0.0078
274	0.274	0.0177	-0.0315	-0.0637	0.009	-0.0458	0.0051	0.004	0.0162	0.0009	0.0157	0.0141	0.0036	0.0089	-0.0023
275	0.275	0.0334	-0.0174	-0.0116	0.0061	-0.0375	0.0039	0.0113	0.0232	-0.0086	0.028	0.0192	-0.0338	0.0098	0.0062
276	0.276	0.0222	-0.012	0.0357	0.0066	-0.0446	-0.0017	0.0104	0.0425	-0.0075	0.0078	0.0053	-0.1139	0.0039	0.0077
277	0.277	-0.0085	-0.0071	0.0269	-0.0003	-0.0556	-0.0069	0.0096	0.0133	0.005	-0.0169	-0.0041	-0.1025	0.0032	0.0063
278	0.278	-0.0305	-0.0026	0.0189	-0.0013	-0.0248	-0.0042	0.0181	0.0186	-0.0001	-0.0137	-0.0059	0.0538	0.0081	0.01
279	0.279	-0.0186	-0.0124	0.0116	-0.004	0.0237	0.0036	0.0213	0.0234	-0.0047	0.0012	-0.0074	0.0314	0.0087	0.0067
280	0.28	-0.0078	-0.0036	0.0178	-0.0065	0.0429	0.0066	0.0056	0.019	-0.0088	0.0039	0.0022	0.0516	0.0034	-0.0006
281	0.281	-0.0046	0.0088	0.0235	-0.0028	0.0371	0.0094	-0.0191	0.0151	-0.01	-0.0085	0.011	0.033	0.0041	-0.0014
282	0.282	-0.0196	0.0105	0.0075	0.005	0.0212	0.0085	0.0039	0.0115	-0.009	-0.002	0.0032	0.0496	-0.0002	-0.0006
283	0.283	-0.0443	0.0059	0.0026	-0.0022	0.0067	0.0033	0.0128	0.0146	-0.0142	0.004	0.0001	0.0343	-0.0054	-0.0059
284	0.284	-0.0411	0.0072	0.0331	0.0042	-0.0065	0.004	-0.001	-0.0305	-0.0039	0.0058	0.0028	0.0203	-0.009	0.0006
285	0.285	-0.0262	-0.0118	0.0447	-0.0016	0.0134	0.0035	-0.0033	-0.089	-0.0053	-0.0027	-0.0015	0.0328	-0.0095	0.0083
286	0.286	-0.0016	-0.0092	0.0479	-0.0009	0.0098	0.0112	-0.0326	-0.0344	0.0035	0.0111	-0.0008	0.0212	-0.0054	0.0031
287	0.287	0.0016	-0.0069	0.0775	-0.0016	0.0129	-0.0003	-0.0207	0.0154	0.0206	0.039	-0.0002	0.0315	-0.0019	0.0039
288	0.288	0.0103	0.0086	0.1135	0.0067	0.0337	0.0012	0.0047	-0.0039	0.0279	0.0191	0.0092	0.0409	-0.005	0.0047
289	0.289	0.0075	0.0228	0.0992	0.0057	-0.0075	0.0026	0.0079	-0.0096	0.0167	-0.021	0.0187	0.0151	-0.0114	0.001
290	0.29	-0.005	0.0246	0.051	-0.0037	-0.0369	-0.0011	0.0108	-0.0148	0.0065	-0.0157	0.0073	0.0073	-0.0142	0.0059
291	0.291	0.0104	-0.0009	0.0062	-0.0049	-0.0742	-0.0089	0.0027	0.0094	0.0047	-0.0013	0.0057	0.0144	-0.0083	0.0001
292	0.292	0.0409	-0.0555	-0.0584	-0.0038	-0.0502	-0.0058	-0.0097	0.0402	0.0064	-0.0233	-0.0013	-0.0048	-0.0121	0.0008
293	0.293	0.0541	-0.0789	-0.1361	-0.0027	-0.0017	0.0063	-0.0031	0.044	0.0049	-0.0272	-0.0076	0.0009	-0.01	0.0001
294	0.294	0.0502	-0.0433	-0.1466	-0.0054	0.0434	0.0081	0.003	0.0404	0.0089	-0.038	-0.0133	-0.0043	-0.0058	-0.0041
295	0.295	0.0394	-0.0497	-0.1373	-0.0062	0.026	0.0096	0.0086	-0.0092	0.0027	-0.015	-0.0104	-0.009	-0.0064	-0.0012
296	0.296	0.023	-0.0088	-0.1289	-0.0024	0.0207	0	-0.0032	-0.116	0.0037	-0.0001	-0.0169	-0.0222	-0.0048	0.0014
297	0.297	0.008	0.0178	-0.043	0.0025	0.0061	0.0063	0.0074	-0.0089	-0.0015	0.0026	-0.0128	-0.0183	-0.009	0.0002
298	0.298	0.0051	0.0517	-0.0088	0.0009	0.0016	0.0007	0.0005	0.005	-0.0007	0.0098	-0.0122	-0.0074	-0.0014	0.0031
299	0.299	-0.0074	0.0648	0.022	0.0074	0.0053	-0.0088	-0.0006	0.0427	-0.0016	0.021	-0.0075	-0.0106	-0.0004	0.0089
300	0.3	-0.0097	0.0448	-0.0066	0.0066	0.0087	-0.0076	-0.0037	0.0542	-0.0053	0.0312	-0.0033	0.0165	0.0042	0.0047
301	0.301	-0.0282	0.0194	0.0019	-0.0003	-0.0079	-0.0154	-0.0047	0.0439	-0.0073	0.0256	0.0054	-0.0016	0.0017	0.0054
302	0.302	-0.0505	0.0162	0.0251	0.0024	-0.0289	-0.0038	-0.0038	-0.0035	0.0021	0.0138	0.0065	0.0148	0.0039	0.0034
303	0.303	-0.0713	0.0013	0.0604	-0.0017	-0.0264	0.0008	0.0004	-0.0811	-0.002	0.0032	0.0074	0	0.002	0.0004
304	0.304	-0.0632	0.004	0.0666	-0.0039	0.0106	0.0021	-0.0048	-0.0708	-0.0057	-0.0177	-0.0041	-0.0026	0.0037	0.0009
305	0.305	-0.026	0.0113	0.049	-0.0018	0.0264	0.0033	0.0045	-0.0045	-0.0025	-0.0507	-0.0118	0.0047	0.0008	0.0057
306	0.306	0.0221	0.0269	0.0437	-0.0013	0.031	-0.0022	-0.0042	0.0041	-0.0035	-0.0287	-0.0133	0.007	0.0014	0.0063
307	0.307	0.0156	0.033	0.0292	-0.0053	0.0354	-0.0032	-0.0074	-0.0037	-0.0027	0.0314	0.0006	0.0092	0.0075	0.0046
308	0.308	0.0214	0.0312	0.0336	-0.0047	0.0153	-0.0059	0.0041	0.0033	-0.0035	0.0228	0.0024	0.0074	0.0117	0.0021
309	0.309	0.0162	0.0262	0.0137	0.0023	-0.0101	-0.0085	-0.0035	-0.0291	-0.0028	-0.0005	0.004	0.0059	0.0124	-0.0021
310	0.31	0.021	0.0338	-0.0409	0.0033	-0.0467	-0.0169	-0.0049	-0.0352	-0.0008	-0.0076	0.0024	-0.0078	0.0118	-0.0049
311	0.311	0.0167	0.0131	-0.0953	-0.0012	-0.0324	-0.0044	0.0039	-0.0088	-0.0002	-0.014	0.012	-0.0093	0.0076	0.0029
312	0.312	0.0129	-0.0318	-0.0453	0.003	-0.0018	0.0041	0.0049	0.0057	0.0038	-0.0083	0.0132	-0.0242	0.0081	0.004
313	0.313	-0.0199	-0.0253	0.0133	-0.0039	0.0099	0.0087	0.0059	0.0102	0.0002	-0.003	0.0122	-0.0099	0.0055	-0.0012
314	0.314	-0.0243	-0.0195	0.0368	-0.003	0.0134	0.0046	-0.0044	0.0142	-0.0028	0.0113	0.0131	-0.0116	0.0052	0.0034
315	0.315	-0.0204	-0.0353	-0.0128	-0.0089	0.0036	-0.0042	-0.0113	0.0176	-0.0057	-0.0284	0.014	-0.0166	-0.0012	0.0043
316	0.316	-0.0096	-0.0304	-0.0579	-0.0067	0.0065	-0.001	-0.0075	0.0209	-0.0032	-0.0337	0.0182	-0.018	-0.0077	-0.0009
317	0.317	0.0067	-0.0083	-0.0285	-0.006	0.0311	0.0063	-0.0131	0.006	0.0007	0.0099	0.0082	-0.022	-0.0068	-0.0002
318	0.318	0.0155	0.0037	-0.0018	-0.0002	0.0408	0.009	-0.0057	0.0034	0.0022	0.0274	-0.0071	-0.0282	-0.0075	-0.0018
319	0.319	0.0128	0.0146	0.0226	0.0035	0.0199	0.003	0.0083	0.0207	0.0052	0.0115	-0.0092	-0.011	-0.0125	-0.0001
320	0.32	0.0105	0.0246	-0.0079	0.0015	0.0334	0.0083	0.0023	0.0545	0.0023	-0.0029	0.0001	0.0063	-0.0083	-0.0036
